date,role,program,transport_mode,distance_km,travel_energy_kwh,travel_co2_kg,personal_computer_kwh,personal_computer_co2_kg,students_trained,lab_energy_kwh,total_daily_co2_kg
2025-07-27,Trainer,Skills4Future,Cab,14.5,3.63,1.74,0.24,0.2,57,1.14,2.87
2025-07-29,Trainer,TechSaksham,Cab,96.21,24.05,11.54,0.24,0.2,43,0.86,12.45
2025-07-16,Trainer,Code Unnati,Taxi,59.52,16.07,7.74,0.24,0.2,50,1.0,8.75
2025-07-25,Trainer,SkillSaksham,Auto,60.89,12.18,5.48,0.24,0.2,50,1.0,6.5
2025-07-13,Trainer,SkillSaksham,Taxi,18.3,4.94,2.38,0.24,0.2,45,0.9,3.31
2025-07-22,Trainer,SkillsBuild,Cab,14.32,3.58,1.72,0.24,0.2,48,0.96,2.7
2025-07-11,Trainer,SkillSaksham,Auto,56.11,11.22,5.05,0.24,0.2,53,1.06,6.12
2025-07-28,Trainer,Code Unnati,Taxi,37.8,10.21,4.91,0.24,0.2,50,1.0,5.93
2025-07-24,Trainer,SkillsBuild,Auto,64.64,12.93,5.82,0.24,0.2,40,0.8,6.67
2025-07-05,Trainer,SkillSaksham,Cab,74.33,18.58,8.92,0.24,0.2,52,1.04,9.97
2025-07-17,Trainer,Code Unnati,Taxi,14.29,3.86,1.86,0.24,0.2,42,0.84,2.74
2025-07-23,Trainer,SkillSaksham,Taxi,56.86,15.35,7.39,0.24,0.2,58,1.16,8.54
2025-07-19,Trainer,SkillsBuild,Auto,96.39,19.28,8.68,0.24,0.2,45,0.9,9.61
2025-07-26,Trainer,Code Unnati,Cab,89.66,22.42,10.76,0.24,0.2,53,1.06,11.83
2025-07-04,Trainer,Skills4Future,Auto,39.02,7.8,3.51,0.24,0.2,50,1.0,4.53
2025-07-21,Trainer,SkillsBuild,Auto,69.78,13.96,6.28,0.24,0.2,54,1.08,7.36
2025-08-21,Trainer,SkillSaksham,Auto,25.86,5.17,2.33,0.24,0.2,49,0.98,3.33
2025-08-29,Trainer,Skills4Future,Cab,26.26,6.56,3.15,0.24,0.2,47,0.94,4.12
2025-08-09,Trainer,SkillSaksham,Cab,40.43,10.11,4.85,0.24,0.2,52,1.04,5.9
2025-08-06,Trainer,TechSaksham,Flight,1312.16,656.08,196.82,0.24,0.2,47,0.94,197.79
2025-08-28,Trainer,TechSaksham,Auto,33.59,6.72,3.02,0.24,0.2,48,0.96,4.01
2025-08-25,Trainer,TechSaksham,Cab,99.49,24.87,11.94,0.24,0.2,45,0.9,12.87
2025-08-14,Trainer,SkillsBuild,Cab,57.67,14.42,6.92,0.24,0.2,50,1.0,7.94
2025-08-01,Trainer,Skills4Future,Cab,74.86,18.71,8.98,0.24,0.2,45,0.9,9.92
2025-08-08,Trainer,Code Unnati,Cab,76.38,19.09,9.17,0.24,0.2,48,0.96,10.15
2025-08-24,Trainer,Code Unnati,Taxi,41.98,11.33,5.46,0.24,0.2,44,0.88,6.38
2025-08-02,Trainer,SkillSaksham,Cab,14.37,3.59,1.72,0.24,0.2,50,1.0,2.74
2025-08-31,Trainer,TechSaksham,Flight,834.13,417.06,125.12,0.24,0.2,54,1.08,126.2
2025-08-04,Trainer,SkillSaksham,Cab,33.34,8.33,4.0,0.24,0.2,46,0.92,4.95
2025-08-11,Trainer,SkillSaksham,Auto,33.16,6.63,2.98,0.24,0.2,45,0.9,3.92
2025-08-22,Trainer,Skills4Future,Auto,91.1,18.22,8.2,0.24,0.2,43,0.86,9.1
2025-08-19,Trainer,Skills4Future,Auto,43.27,8.65,3.89,0.24,0.2,45,0.9,4.83
2025-09-08,Trainer,SkillsBuild,Flight,1086.65,543.32,163.0,0.24,0.2,56,1.12,164.11
2025-09-26,Trainer,TechSaksham,Auto,52.22,10.44,4.7,0.24,0.2,52,1.04,5.75
2025-09-24,Trainer,SkillsBuild,Cab,28.35,7.09,3.4,0.24,0.2,47,0.94,4.37
2025-09-09,Trainer,Skills4Future,Cab,65.27,16.32,7.83,0.24,0.2,45,0.9,8.77
2025-09-20,Trainer,SkillSaksham,Cab,79.81,19.95,9.58,0.24,0.2,48,0.96,10.56
2025-09-02,Trainer,SkillsBuild,Cab,61.06,15.26,7.33,0.24,0.2,52,1.04,8.38
2025-09-30,Trainer,SkillsBuild,Cab,28.43,7.11,3.41,0.24,0.2,51,1.02,4.44
2025-09-07,Trainer,Skills4Future,Cab,21.33,5.33,2.56,0.24,0.2,48,0.96,3.54
2025-09-28,Trainer,SkillSaksham,Cab,90.55,22.64,10.87,0.24,0.2,53,1.06,11.93
2025-09-27,Trainer,Skills4Future,Flight,1090.28,545.14,163.54,0.24,0.2,45,0.9,164.48
2025-09-29,Trainer,TechSaksham,Cab,57.01,14.25,6.84,0.24,0.2,45,0.9,7.78
2025-09-13,Trainer,TechSaksham,Taxi,64.29,17.36,8.36,0.24,0.2,46,0.92,9.31
2025-09-12,Trainer,Code Unnati,Flight,1146.03,573.02,171.9,0.24,0.2,58,1.16,173.05
2025-09-19,Trainer,TechSaksham,Cab,42.59,10.65,5.11,0.24,0.2,56,1.12,6.23
2025-09-18,Trainer,Code Unnati,Cab,48.03,12.01,5.76,0.24,0.2,45,0.9,6.7
2025-09-21,Trainer,Code Unnati,Auto,61.37,12.27,5.52,0.24,0.2,44,0.88,6.44
2025-09-16,Trainer,SkillsBuild,Flight,958.53,479.26,143.78,0.24,0.2,49,0.98,144.78
2025-09-01,Trainer,TechSaksham,Taxi,77.19,20.84,10.03,0.24,0.2,50,1.0,11.05
2025-10-28,Trainer,TechSaksham,Flight,986.45,493.23,147.97,0.24,0.2,52,1.04,149.02
2025-10-19,Trainer,SkillsBuild,Cab,75.48,18.87,9.06,0.24,0.2,55,1.1,10.16
2025-10-25,Trainer,TechSaksham,Taxi,58.16,15.7,7.56,0.24,0.2,51,1.02,8.59
2025-10-06,Trainer,SkillsBuild,Auto,17.35,3.47,1.56,0.24,0.2,46,0.92,2.51
2025-10-29,Trainer,SkillSaksham,Cab,46.54,11.64,5.58,0.24,0.2,43,0.86,6.49
2025-10-03,Trainer,Code Unnati,Taxi,49.27,13.3,6.4,0.24,0.2,53,1.06,7.47
2025-10-02,Trainer,Code Unnati,Auto,55.87,11.17,5.03,0.24,0.2,39,0.78,5.86
2025-10-07,Trainer,SkillsBuild,Cab,67.19,16.8,8.06,0.24,0.2,42,0.84,8.95
2025-10-20,Trainer,SkillSaksham,Auto,14.56,2.91,1.31,0.24,0.2,49,0.98,2.31
2025-10-11,Trainer,TechSaksham,Taxi,78.77,21.27,10.24,0.24,0.2,46,0.92,11.19
2025-10-30,Trainer,Skills4Future,Cab,58.96,14.74,7.08,0.24,0.2,46,0.92,8.03
2025-10-10,Trainer,SkillSaksham,Taxi,10.65,2.88,1.38,0.24,0.2,54,1.08,2.47
2025-10-14,Trainer,Code Unnati,Taxi,91.55,24.72,11.9,0.24,0.2,46,0.92,12.85
2025-10-13,Trainer,Skills4Future,Flight,934.89,467.44,140.23,0.24,0.2,45,0.9,141.17
2025-10-18,Trainer,SkillsBuild,Cab,16.08,4.02,1.93,0.24,0.2,52,1.04,2.98
2025-10-27,Trainer,Code Unnati,Auto,83.87,16.77,7.55,0.24,0.2,58,1.16,8.7
2025-10-23,Trainer,Skills4Future,Cab,78.23,19.56,9.39,0.24,0.2,51,1.02,10.42
2025-10-17,Trainer,SkillsBuild,Auto,29.01,5.8,2.61,0.24,0.2,43,0.86,3.51
2025-10-31,Trainer,SkillSaksham,Taxi,82.17,22.19,10.68,0.24,0.2,49,0.98,11.68
2025-11-30,Trainer,Skills4Future,Taxi,76.28,20.6,9.92,0.24,0.2,51,1.02,10.95
2025-11-17,Trainer,SkillsBuild,Cab,77.35,19.34,9.28,0.24,0.2,48,0.96,10.27
2025-11-19,Trainer,Skills4Future,Cab,40.17,10.04,4.82,0.24,0.2,53,1.06,5.89
2025-11-01,Trainer,Code Unnati,Cab,45.81,11.45,5.5,0.24,0.2,45,0.9,6.43
2025-11-13,Trainer,TechSaksham,Auto,56.6,11.32,5.09,0.24,0.2,49,0.98,6.09
2025-11-10,Trainer,SkillsBuild,Cab,88.16,22.04,10.58,0.24,0.2,44,0.88,11.5
2025-11-06,Trainer,SkillsBuild,Cab,97.6,24.4,11.71,0.24,0.2,43,0.86,12.61
2025-11-23,Trainer,SkillSaksham,Auto,15.53,3.11,1.4,0.24,0.2,45,0.9,2.33
2025-11-18,Trainer,Code Unnati,Cab,52.95,13.24,6.35,0.24,0.2,53,1.06,7.42
2025-11-29,Trainer,SkillsBuild,Flight,1326.21,663.1,198.93,0.24,0.2,51,1.02,199.96
2025-11-11,Trainer,Code Unnati,Taxi,10.61,2.87,1.38,0.24,0.2,47,0.94,2.35
2025-11-08,Trainer,Code Unnati,Cab,60.34,15.09,7.24,0.24,0.2,44,0.88,8.16
2025-11-05,Trainer,SkillSaksham,Taxi,11.29,3.05,1.47,0.24,0.2,56,1.12,2.58
2025-11-02,Trainer,Code Unnati,Taxi,96.31,26.0,12.52,0.24,0.2,54,1.08,13.6
2025-11-20,Trainer,TechSaksham,Auto,71.23,14.25,6.41,0.24,0.2,62,1.24,7.62
2025-11-15,Trainer,SkillsBuild,Flight,1081.52,540.76,162.23,0.24,0.2,38,0.76,163.05
2025-11-26,Trainer,SkillsBuild,Auto,43.88,8.78,3.95,0.24,0.2,45,0.9,4.88
2025-12-26,Trainer,Code Unnati,Cab,66.15,16.54,7.94,0.24,0.2,51,1.02,8.97
2025-12-16,Trainer,SkillSaksham,Cab,65.35,16.34,7.84,0.24,0.2,52,1.04,8.89
2025-12-06,Trainer,SkillSaksham,Auto,36.79,7.36,3.31,0.24,0.2,53,1.06,4.38
2025-12-20,Trainer,Skills4Future,Cab,13.43,3.36,1.61,0.24,0.2,58,1.16,2.76
2025-12-30,Trainer,Skills4Future,Taxi,55.78,15.06,7.25,0.24,0.2,55,1.1,8.35
2025-12-29,Trainer,SkillSaksham,Taxi,66.27,17.89,8.61,0.24,0.2,54,1.08,9.7
2025-12-12,Trainer,Skills4Future,Cab,39.95,9.99,4.79,0.24,0.2,45,0.9,5.73
2025-12-27,Trainer,TechSaksham,Flight,828.25,414.12,124.24,0.24,0.2,51,1.02,125.27
2025-12-21,Trainer,SkillsBuild,Auto,62.67,12.53,5.64,0.24,0.2,47,0.94,6.61
2025-12-04,Trainer,Code Unnati,Flight,1366.71,683.36,205.01,0.24,0.2,60,1.2,206.19
2025-12-13,Trainer,SkillsBuild,Auto,47.19,9.44,4.25,0.24,0.2,45,0.9,5.18
2025-12-01,Trainer,SkillSaksham,Taxi,21.19,5.72,2.75,0.24,0.2,49,0.98,3.75
2025-12-08,Trainer,TechSaksham,Flight,958.89,479.45,143.83,0.24,0.2,51,1.02,144.87
2025-12-22,Trainer,Skills4Future,Auto,99.42,19.88,8.95,0.24,0.2,55,1.1,10.05
2025-12-17,Trainer,SkillsBuild,Cab,25.74,6.44,3.09,0.24,0.2,53,1.06,4.16
2025-12-11,Trainer,SkillSaksham,Cab,55.74,13.94,6.69,0.24,0.2,51,1.02,7.72
2025-12-25,Trainer,Skills4Future,Taxi,25.2,6.81,3.28,0.24,0.2,51,1.02,4.31
2025-12-09,Trainer,SkillsBuild,Cab,23.73,5.93,2.85,0.24,0.2,44,0.88,3.77
2025-12-07,Trainer,TechSaksham,Auto,73.99,14.8,6.66,0.24,0.2,57,1.14,7.79
2025-01-09,Trainer,TechSaksham,Taxi,28.07,7.58,3.65,0.24,0.2,54,1.08,4.73
2025-01-27,Trainer,Skills4Future,Taxi,61.13,16.51,7.95,0.24,0.2,46,0.92,8.9
2025-01-31,Trainer,SkillSaksham,Cab,85.78,21.45,10.29,0.24,0.2,51,1.02,11.33
2025-01-20,Trainer,SkillSaksham,Auto,92.93,18.59,8.36,0.24,0.2,55,1.1,9.46
2025-01-13,Trainer,Code Unnati,Auto,59.13,11.83,5.32,0.24,0.2,59,1.18,6.49
2025-01-15,Trainer,TechSaksham,Taxi,33.49,9.04,4.35,0.24,0.2,49,0.98,5.35
2025-01-18,Trainer,Skills4Future,Flight,991.55,495.77,148.73,0.24,0.2,51,1.02,149.77
2025-01-06,Trainer,SkillsBuild,Cab,10.48,2.62,1.26,0.24,0.2,58,1.16,2.41
2025-01-30,Trainer,Code Unnati,Cab,16.04,4.01,1.92,0.24,0.2,43,0.86,2.83
2025-01-17,Trainer,Skills4Future,Taxi,42.0,11.34,5.46,0.24,0.2,52,1.04,6.51
2025-01-04,Trainer,SkillSaksham,Auto,33.3,6.66,3.0,0.24,0.2,48,0.96,3.98
2025-01-29,Trainer,SkillSaksham,Flight,1443.73,721.87,216.56,0.24,0.2,53,1.06,217.63
2025-01-22,Trainer,TechSaksham,Cab,74.7,18.68,8.96,0.24,0.2,60,1.2,10.15
2025-01-19,Trainer,Code Unnati,Cab,24.81,6.2,2.98,0.24,0.2,53,1.06,4.04
2025-01-24,Trainer,TechSaksham,Cab,49.46,12.36,5.93,0.24,0.2,50,1.0,6.95
2025-01-21,Trainer,Skills4Future,Flight,1479.07,739.54,221.86,0.24,0.2,45,0.9,222.8
2025-01-10,Trainer,TechSaksham,Auto,37.94,7.59,3.41,0.24,0.2,51,1.02,4.45
2025-01-02,Trainer,SkillSaksham,Auto,80.52,16.1,7.25,0.24,0.2,44,0.88,8.17
2025-02-21,Trainer,TechSaksham,Taxi,61.42,16.58,7.98,0.24,0.2,54,1.08,9.07
2025-02-25,Trainer,SkillSaksham,Auto,45.61,9.12,4.1,0.24,0.2,52,1.04,5.15
2025-02-18,Trainer,SkillsBuild,Cab,84.25,21.06,10.11,0.24,0.2,51,1.02,11.14
2025-02-14,Trainer,Skills4Future,Auto,35.01,7.0,3.15,0.24,0.2,51,1.02,4.18
2025-02-17,Trainer,TechSaksham,Cab,15.67,3.92,1.88,0.24,0.2,51,1.02,2.91
2025-02-01,Trainer,SkillSaksham,Auto,91.27,18.25,8.21,0.24,0.2,52,1.04,9.26
2025-02-13,Trainer,SkillsBuild,Auto,97.2,19.44,8.75,0.24,0.2,54,1.08,9.83
2025-02-15,Trainer,SkillsBuild,Cab,83.9,20.97,10.07,0.24,0.2,54,1.08,11.15
2025-02-12,Trainer,SkillsBuild,Taxi,18.75,5.06,2.44,0.24,0.2,49,0.98,3.44
2025-02-05,Trainer,SkillsBuild,Cab,67.1,16.77,8.05,0.24,0.2,53,1.06,9.12
2025-02-04,Trainer,SkillSaksham,Auto,67.93,13.59,6.11,0.24,0.2,46,0.92,7.07
2025-02-20,Trainer,SkillsBuild,Taxi,47.32,12.78,6.15,0.24,0.2,51,1.02,7.19
2025-02-11,Trainer,SkillsBuild,Taxi,62.93,16.99,8.18,0.24,0.2,49,0.98,9.18
2025-02-27,Trainer,Skills4Future,Cab,39.11,9.78,4.69,0.24,0.2,51,1.02,5.73
2025-02-23,Trainer,Code Unnati,Taxi,72.96,19.7,9.49,0.24,0.2,50,1.0,10.5
2025-02-24,Trainer,SkillSaksham,Taxi,61.54,16.62,8.0,0.24,0.2,48,0.96,8.98
2025-02-22,Trainer,SkillsBuild,Cab,18.39,4.6,2.21,0.24,0.2,63,1.26,3.44
2025-02-16,Trainer,Code Unnati,Taxi,72.7,19.63,9.45,0.24,0.2,54,1.08,10.53
2025-03-24,Trainer,SkillSaksham,Taxi,95.06,25.67,12.36,0.24,0.2,53,1.06,13.42
2025-03-09,Trainer,Code Unnati,Taxi,53.38,14.41,6.94,0.24,0.2,46,0.92,7.89
2025-03-26,Trainer,Code Unnati,Flight,1252.6,626.3,187.89,0.24,0.2,56,1.12,189.01
2025-03-02,Trainer,Skills4Future,Auto,48.25,9.65,4.34,0.24,0.2,61,1.22,5.54
2025-03-30,Trainer,Skills4Future,Cab,62.02,15.5,7.44,0.24,0.2,52,1.04,8.49
2025-03-22,Trainer,SkillSaksham,Auto,64.47,12.89,5.8,0.24,0.2,60,1.2,6.98
2025-03-17,Trainer,SkillsBuild,Taxi,94.13,25.42,12.24,0.24,0.2,51,1.02,13.27
2025-03-03,Trainer,SkillsBuild,Cab,15.66,3.92,1.88,0.24,0.2,44,0.88,2.8
2025-03-11,Trainer,Skills4Future,Auto,70.55,14.11,6.35,0.24,0.2,50,1.0,7.37
2025-03-29,Trainer,Skills4Future,Auto,47.21,9.44,4.25,0.24,0.2,51,1.02,5.28
2025-03-07,Trainer,TechSaksham,Taxi,62.18,16.79,8.08,0.24,0.2,49,0.98,9.08
2025-03-28,Trainer,SkillSaksham,Cab,73.86,18.47,8.86,0.24,0.2,51,1.02,9.9
2025-03-16,Trainer,Code Unnati,Taxi,15.44,4.17,2.01,0.24,0.2,44,0.88,2.93
2025-03-05,Trainer,TechSaksham,Cab,61.72,15.43,7.41,0.24,0.2,50,1.0,8.42
2025-03-18,Trainer,Skills4Future,Cab,12.33,3.08,1.48,0.24,0.2,53,1.06,2.55
2025-03-27,Trainer,Skills4Future,Taxi,84.62,22.85,11.0,0.24,0.2,47,0.94,11.97
2025-03-31,Trainer,Code Unnati,Auto,40.04,8.01,3.6,0.24,0.2,49,0.98,4.6
2025-03-23,Trainer,Skills4Future,Auto,18.78,3.76,1.69,0.24,0.2,50,1.0,2.71
2025-03-15,Trainer,Skills4Future,Auto,96.43,19.29,8.68,0.24,0.2,51,1.02,9.71
2025-04-29,Trainer,Code Unnati,Cab,73.6,18.4,8.83,0.24,0.2,47,0.94,9.8
2025-04-24,Trainer,Skills4Future,Cab,98.28,24.57,11.79,0.24,0.2,43,0.86,12.7
2025-04-20,Trainer,SkillSaksham,Taxi,18.41,4.97,2.39,0.24,0.2,51,1.02,3.43
2025-04-09,Trainer,TechSaksham,Auto,87.4,17.48,7.87,0.24,0.2,54,1.08,8.95
2025-04-30,Trainer,SkillSaksham,Taxi,23.13,6.25,3.01,0.24,0.2,49,0.98,4.01
2025-04-02,Trainer,Code Unnati,Taxi,62.92,16.99,8.18,0.24,0.2,57,1.14,9.31
2025-04-11,Trainer,TechSaksham,Flight,1325.4,662.7,198.81,0.24,0.2,50,1.0,199.83
2025-04-15,Trainer,Skills4Future,Auto,54.22,10.84,4.88,0.24,0.2,50,1.0,5.9
2025-04-06,Trainer,Skills4Future,Auto,11.46,2.29,1.03,0.24,0.2,52,1.04,2.08
2025-04-05,Trainer,SkillSaksham,Auto,17.2,3.44,1.55,0.24,0.2,49,0.98,2.55
2025-04-23,Trainer,Skills4Future,Cab,20.29,5.07,2.43,0.24,0.2,50,1.0,3.45
2025-04-26,Trainer,Code Unnati,Flight,843.67,421.83,126.55,0.24,0.2,55,1.1,127.65
2025-04-13,Trainer,TechSaksham,Taxi,99.03,26.74,12.87,0.24,0.2,56,1.12,13.99
2025-04-08,Trainer,Code Unnati,Auto,62.87,12.57,5.66,0.24,0.2,45,0.9,6.59
2025-04-18,Trainer,Code Unnati,Auto,75.98,15.2,6.84,0.24,0.2,50,1.0,7.85
2025-04-16,Trainer,Code Unnati,Cab,11.27,2.82,1.35,0.24,0.2,50,1.0,2.37
2025-04-25,Trainer,TechSaksham,Cab,40.64,10.16,4.88,0.24,0.2,50,1.0,5.89
2025-04-10,Trainer,TechSaksham,Cab,41.81,10.45,5.02,0.24,0.2,59,1.18,6.18
2025-05-14,Trainer,SkillsBuild,Cab,81.84,20.46,9.82,0.24,0.2,57,1.14,10.95
2025-05-24,Trainer,Code Unnati,Cab,29.37,7.34,3.52,0.24,0.2,45,0.9,4.46
2025-05-28,Trainer,Skills4Future,Taxi,85.81,23.17,11.16,0.24,0.2,48,0.96,12.14
2025-05-26,Trainer,Skills4Future,Auto,40.21,8.04,3.62,0.24,0.2,49,0.98,4.62
2025-05-11,Trainer,Skills4Future,Flight,1259.23,629.62,188.88,0.24,0.2,46,0.92,189.84
2025-05-04,Trainer,Skills4Future,Auto,14.0,2.8,1.26,0.24,0.2,49,0.98,2.26
2025-05-08,Trainer,SkillSaksham,Taxi,69.47,18.76,9.03,0.24,0.2,49,0.98,10.03
2025-05-13,Trainer,Code Unnati,Cab,88.53,22.13,10.62,0.24,0.2,44,0.88,11.54
2025-05-05,Trainer,Skills4Future,Cab,50.18,12.54,6.02,0.24,0.2,44,0.88,6.94
2025-05-01,Trainer,TechSaksham,Cab,18.7,4.68,2.24,0.24,0.2,44,0.88,3.16
2025-05-29,Trainer,Code Unnati,Auto,50.12,10.02,4.51,0.24,0.2,52,1.04,5.56
2025-05-15,Trainer,Skills4Future,Cab,20.42,5.11,2.45,0.24,0.2,49,0.98,3.45
2025-05-12,Trainer,Code Unnati,Auto,22.68,4.54,2.04,0.24,0.2,43,0.86,2.94
2025-05-31,Trainer,TechSaksham,Cab,68.6,17.15,8.23,0.24,0.2,56,1.12,9.35
2025-05-30,Trainer,Skills4Future,Auto,97.74,19.55,8.8,0.24,0.2,51,1.02,9.83
2025-05-21,Trainer,TechSaksham,Taxi,51.82,13.99,6.74,0.24,0.2,47,0.94,7.7
2025-05-17,Trainer,SkillSaksham,Cab,88.75,22.19,10.65,0.24,0.2,50,1.0,11.67
2025-05-23,Trainer,Skills4Future,Taxi,90.06,24.32,11.71,0.24,0.2,54,1.08,12.79
2025-05-20,Trainer,Code Unnati,Flight,1174.11,587.05,176.12,0.24,0.2,45,0.9,177.05
2025-06-18,Trainer,SkillSaksham,Auto,36.94,7.39,3.32,0.24,0.2,54,1.08,4.41
2025-06-08,Trainer,SkillSaksham,Auto,81.88,16.38,7.37,0.24,0.2,46,0.92,8.32
2025-06-25,Trainer,SkillSaksham,Taxi,30.48,8.23,3.96,0.24,0.2,44,0.88,4.88
2025-06-28,Trainer,SkillSaksham,Auto,69.74,13.95,6.28,0.24,0.2,46,0.92,7.23
2025-06-01,Trainer,Code Unnati,Cab,69.93,17.48,8.39,0.24,0.2,51,1.02,9.43
2025-06-12,Trainer,TechSaksham,Cab,50.88,12.72,6.11,0.24,0.2,44,0.88,7.02
2025-06-20,Trainer,TechSaksham,Taxi,15.52,4.19,2.02,0.24,0.2,57,1.14,3.15
2025-06-15,Trainer,Skills4Future,Cab,82.72,20.68,9.93,0.24,0.2,49,0.98,10.93
2025-06-05,Trainer,Code Unnati,Taxi,81.72,22.06,10.62,0.24,0.2,52,1.04,11.67
2025-06-26,Trainer,SkillSaksham,Cab,93.14,23.28,11.18,0.24,0.2,50,1.0,12.19
2025-06-22,Trainer,Code Unnati,Taxi,84.78,22.89,11.02,0.24,0.2,52,1.04,12.07
2025-06-21,Trainer,TechSaksham,Cab,71.4,17.85,8.57,0.24,0.2,46,0.92,9.52
2025-06-11,Trainer,TechSaksham,Flight,1050.99,525.5,157.65,0.24,0.2,60,1.2,158.83
2025-06-09,Trainer,Skills4Future,Cab,41.31,10.33,4.96,0.24,0.2,47,0.94,5.92
2025-06-29,Trainer,SkillSaksham,Flight,1188.32,594.16,178.25,0.24,0.2,57,1.14,179.38
2025-06-10,Trainer,Code Unnati,Taxi,50.23,13.56,6.53,0.24,0.2,58,1.16,7.68
2025-07-12,Trainer,SkillSaksham,Flight,1444.3,722.15,216.65,0.24,0.2,50,1.0,217.66
2025-07-05,Trainer,SkillSaksham,Cab,63.95,15.99,7.67,0.24,0.2,47,0.94,8.64
2025-07-16,Trainer,Code Unnati,Cab,77.92,19.48,9.35,0.24,0.2,54,1.08,10.43
2025-07-22,Trainer,TechSaksham,Cab,15.76,3.94,1.89,0.24,0.2,47,0.94,2.86
2025-07-13,Trainer,SkillsBuild,Flight,1057.94,528.97,158.69,0.24,0.2,44,0.88,159.61
2025-07-18,Trainer,Code Unnati,Auto,65.99,13.2,5.94,0.24,0.2,44,0.88,6.86
2025-07-08,Trainer,SkillSaksham,Auto,22.91,4.58,2.06,0.24,0.2,55,1.1,3.16
2025-07-09,Trainer,Code Unnati,Cab,28.21,7.05,3.39,0.24,0.2,50,1.0,4.4
2025-07-30,Trainer,SkillSaksham,Auto,45.03,9.01,4.05,0.24,0.2,52,1.04,5.1
2025-07-25,Trainer,TechSaksham,Taxi,28.02,7.56,3.64,0.24,0.2,43,0.86,4.54
2025-07-14,Trainer,TechSaksham,Cab,82.37,20.59,9.88,0.24,0.2,56,1.12,11.0
2025-07-20,Trainer,TechSaksham,Cab,10.86,2.71,1.3,0.24,0.2,44,0.88,2.22
2025-07-21,Trainer,Skills4Future,Auto,25.21,5.04,2.27,0.24,0.2,58,1.16,3.42
2025-07-03,Trainer,SkillsBuild,Flight,1071.97,535.99,160.8,0.24,0.2,54,1.08,161.88
2025-07-26,Trainer,SkillsBuild,Cab,45.18,11.29,5.42,0.24,0.2,52,1.04,6.47
2025-07-04,Trainer,TechSaksham,Taxi,69.79,18.84,9.07,0.24,0.2,56,1.12,10.19
2025-08-04,Trainer,Skills4Future,Taxi,75.22,20.31,9.78,0.24,0.2,48,0.96,10.76
2025-08-06,Trainer,TechSaksham,Cab,87.01,21.75,10.44,0.24,0.2,47,0.94,11.41
2025-08-25,Trainer,TechSaksham,Flight,1026.15,513.08,153.92,0.24,0.2,53,1.06,154.99
2025-08-17,Trainer,SkillsBuild,Auto,99.44,19.89,8.95,0.24,0.2,43,0.86,9.85
2025-08-18,Trainer,SkillsBuild,Cab,58.59,14.65,7.03,0.24,0.2,50,1.0,8.05
2025-08-09,Trainer,Skills4Future,Flight,1455.29,727.65,218.29,0.24,0.2,53,1.06,219.36
2025-08-19,Trainer,Code Unnati,Taxi,78.8,21.28,10.24,0.24,0.2,52,1.04,11.29
2025-08-30,Trainer,Code Unnati,Cab,87.21,21.8,10.47,0.24,0.2,43,0.86,11.37
2025-08-12,Trainer,Skills4Future,Auto,45.82,9.16,4.12,0.24,0.2,51,1.02,5.16
2025-08-07,Trainer,TechSaksham,Auto,86.61,17.32,7.8,0.24,0.2,52,1.04,8.84
2025-08-23,Trainer,Skills4Future,Cab,49.65,12.41,5.96,0.24,0.2,50,1.0,6.98
2025-08-11,Trainer,TechSaksham,Cab,10.81,2.7,1.3,0.24,0.2,42,0.84,2.18
2025-08-26,Trainer,TechSaksham,Taxi,54.09,14.61,7.03,0.24,0.2,56,1.12,8.15
2025-08-02,Trainer,Skills4Future,Auto,13.83,2.77,1.25,0.24,0.2,45,0.9,2.18
2025-08-20,Trainer,Code Unnati,Cab,53.36,13.34,6.4,0.24,0.2,52,1.04,7.45
2025-08-28,Trainer,SkillsBuild,Cab,53.73,13.43,6.45,0.24,0.2,50,1.0,7.46
2025-08-08,Trainer,Code Unnati,Taxi,54.19,14.63,7.04,0.24,0.2,49,0.98,8.05
2025-08-01,Trainer,SkillsBuild,Auto,75.19,15.04,6.77,0.24,0.2,47,0.94,7.73
2025-08-22,Trainer,SkillsBuild,Auto,68.33,13.67,6.15,0.24,0.2,48,0.96,7.13
2025-09-27,Trainer,Code Unnati,Cab,90.43,22.61,10.85,0.24,0.2,52,1.04,11.9
2025-09-21,Trainer,TechSaksham,Auto,88.61,17.72,7.97,0.24,0.2,48,0.96,8.96
2025-09-20,Trainer,Code Unnati,Taxi,27.95,7.55,3.63,0.24,0.2,49,0.98,4.63
2025-09-26,Trainer,SkillsBuild,Taxi,26.03,7.03,3.38,0.24,0.2,58,1.16,4.53
2025-09-14,Trainer,TechSaksham,Auto,43.48,8.7,3.91,0.24,0.2,49,0.98,4.91
2025-09-22,Trainer,SkillSaksham,Cab,83.45,20.86,10.01,0.24,0.2,45,0.9,10.95
2025-09-23,Trainer,Skills4Future,Auto,63.99,12.8,5.76,0.24,0.2,46,0.92,6.71
2025-09-19,Trainer,TechSaksham,Auto,95.81,19.16,8.62,0.24,0.2,46,0.92,9.57
2025-09-08,Trainer,Code Unnati,Flight,1232.86,616.43,184.93,0.24,0.2,50,1.0,185.95
2025-09-28,Trainer,SkillSaksham,Cab,99.32,24.83,11.92,0.24,0.2,52,1.04,12.97
2025-09-02,Trainer,Code Unnati,Auto,14.58,2.92,1.31,0.24,0.2,48,0.96,2.3
